areacd,origin,destination,nomove,within,fromout,toout,to1cd,to1,to2cd,to2,to3cd,to3,from1cd,from1,from2cd,from2,from3cd,from3
E06000026,30137,33664,0,20930,1712,0,E06000052,1410,E07000044,1371,E07000047,350,E06000052,1660,E07000044,850,E07000047,308
E06000027,11849,13030,0,7506,673,0,E07000045,944,E07000044,381,E06000026,289,E07000045,760,E07000044,393,E06000026,246
E06000030,22735,23715,0,15502,2249,0,E06000054,1351,E07000180,410,E07000079,330,E06000054,1069,E07000180,281,E07000079,212
E06000031,21197,22945,0,13322,2316,0,E07000141,918,E07000011,751,E07000140,650,E07000011,735,E07000010,506,E07000141,501
E06000032,21444,22796,0,11971,3756,0,E06000056,2245,E06000055,701,E06000042,435,E06000056,887,E09000005,399,E09000015,351
E06000033,16568,17164,0,9457,1008,0,E07000075,1362,E07000069,744,E07000066,357,E07000075,1043,E07000069,725,E07000066,473
E06000034,15007,14796,0,7005,996,0,E07000066,785,E09000016,539,E07000069,378,E09000002,988,E09000016,808,E09000025,782
E06000035,25412,27421,0,14716,1711,0,E07000113,1376,E07000110,1207,E07000115,711,E07000109,846,E07000113,771,E07000110,718
E06000036,12022,14104,0,5597,1067,0,E06000041,1111,E06000040,376,E07000089,326,E06000040,1036,E06000041,823,E06000039,405
E06000037,15024,15778,0,7424,1084,0,E06000038,874,E07000084,706,E06000054,397,E06000038,1443,E07000084,592,E06000041,409
E06000038,26145,29071,0,13468,3914,0,E06000041,2676,E06000037,1443,E07000179,568,E06000041,1534,E06000037,874,E07000179,296
E06000039,15494,15190,0,7312,2182,0,E06000060,1115,E06000040,1040,E06000036,405,E09000017,786,E09000018,613,E06000060,514
E06000040,16002,16877,0,6311,1903,0,E06000036,1036,E06000060,753,E06000041,472,E06000039,1040,E06000060,830,E06000036,376
E06000041,16633,19799,0,7355,1858,0,E06000038,1534,E06000036,823,E06000037,409,E06000038,2676,E06000036,1111,E06000040,472
E06000042,29401,32306,0,18357,3164,0,E06000062,1641,E06000060,962,E06000056,777,E06000056,1020,E06000062,884,E06000060,767
E06000043,45926,52397,0,28870,4166,0,E07000063,1383,E07000223,1301,E07000229,1034,E07000063,969,E07000223,617,E07000228,590
E06000044,28542,33228,0,17818,2802,0,E07000090,1749,E07000087,914,E07000094,520,E07000090,1157,E07000087,522,E07000088,356
E06000045,33167,40524,0,21055,4965,0,E07000086,2293,E07000093,848,E07000091,711,E07000086,1142,E07000091,789,E06000058,507
E06000046,12934,14403,0,9738,677,0,E06000044,162,E06000045,145,E06000058,140,E06000058,128,E06000045,111,E06000044,110
E06000047,46805,54932,0,34207,2657,0,E08000024,1307,E08000021,1255,E08000037,987,E08000024,1552,E08000037,1254,E08000021,869
E06000049,34359,40873,0,22389,2646,0,E06000050,1194,E08000003,806,E08000007,784,E08000007,1791,E08000003,1375,E06000050,1251
E06000050,31247,34855,0,19335,2307,0,E06000049,1251,W06000005,1042,E08000015,952,E06000049,1194,E08000015,1178,W06000005,909
E06000051,26816,32050,0,16633,1784,0,E06000020,1371,W06000023,560,E06000049,310,E06000020,1470,W06000023,536,E08000025,488
E06000052,51748,61050,0,38557,2652,0,E06000026,1660,E06000023,523,E07000041,453,E06000026,1410,E06000023,501,E07000041,413
E06000053,181,192,0,73,13,0,E06000052,52,E06000022,3,E06000037,3,E06000052,51,E06000026,6,E07000176,4
E06000054,48498,53889,0,27659,3330,0,E06000030,1069,E06000059,864,E06000022,803,E06000030,1351,E06000022,1142,E06000059,960
E06000055,16610,19503,0,10075,1672,0,E06000056,895,E06000061,600,E06000042,415,E06000056,1320,E06000032,701,E06000042,580
E06000056,24493,28635,0,12008,1892,0,E06000055,1320,E06000042,1020,E06000032,887,E06000032,2245,E07000099,1330,E06000055,895
E06000057,22889,26990,0,16040,983,0,E08000021,1723,E08000022,894,E06000047,496,E08000021,1782,E08000022,1637,E08000037,647
E06000058,47402,54955,0,32272,3808,0,E06000059,4088,E07000091,1078,E06000045,507,E06000059,2807,E07000091,1051,E06000054,494
E06000059,32637,37887,0,18998,1828,0,E06000058,2807,E07000189,1062,E06000054,960,E06000058,4088,E07000189,1023,E06000054,864
E06000060,51042,55680,0,26658,3836,0,E07000179,1165,E06000040,830,E06000042,767,E09000017,2374,E09000009,1118,E06000039,1115
E06000061,32419,34655,0,21848,2529,0,E06000062,1595,E07000131,412,E06000055,371,E06000062,2174,E06000055,600,E06000042,432
E06000062,42503,46276,0,27510,4227,0,E06000061,2174,E06000042,884,E07000220,600,E06000042,1641,E06000061,1595,E06000060,623
E07000008,25470,34020,0,13098,6195,0,E07000012,2926,E07000009,467,E07000245,453,E07000012,1550,E07000178,349,E09000007,266
E07000009,7375,8275,0,3671,629,0,E07000245,649,E07000012,342,E07000010,239,E07000012,660,E07000245,564,E07000008,467
E07000010,8517,9412,0,4805,438,0,E07000146,525,E06000031,506,E07000011,326,E06000031,562,E07000146,513,E07000011,428
E07000011,15999,18563,0,9002,1264,0,E06000031,735,E07000012,461,E07000010,428,E07000012,850,E06000031,751,E06000056,461
E07000012,14534,16301,0,5871,1392,0,E07000008,1550,E07000011,850,E07000009,660,E07000008,2926,E07000011,461,E07000099,417
E07000026,6750,7269,0,4522,264,0,E07000028,455,E07000029,329,E07000030,111,E07000029,403,E07000028,308,E07000030,95
E07000027,5241,5557,0,3946,337,0,E07000031,435,E07000121,72,E07000029,61,E07000031,324,E07000029,75,E07000121,62
E07000028,9213,11079,0,6936,593,0,E07000026,308,E07000030,233,E08000021,180,E07000026,455,E07000030,321,E06000057,128
E07000029,4790,5317,0,3377,226,0,E07000026,403,E07000028,85,E07000027,75,E07000026,329,E07000031,78,E07000027,61
E07000030,3875,4623,0,2380,226,0,E07000028,321,E07000031,124,E07000026,95,E07000028,233,E07000031,169,E07000026,111
E07000031,8303,9639,0,4900,668,0,E07000121,489,E07000027,324,E07000030,169,E07000027,435,E07000121,379,E07000030,124
E07000032,9334,9923,0,5031,330,0,E06000015,724,E07000036,325,E07000033,304,E06000015,786,E07000036,488,E07000172,303
E07000033,5690,6832,0,2809,279,0,E07000174,325,E07000038,312,E07000034,304,E07000038,396,E07000034,377,E07000170,371
E07000034,7959,8325,0,4527,317,0,E07000038,1164,E07000033,377,E08000019,338,E07000038,867,E08000019,487,E07000033,304
E07000035,5529,6488,0,2502,309,0,E07000032,262,E08000019,202,E07000193,174,E07000032,292,E08000019,285,E07000193,219
E07000036,8597,8723,0,4442,286,0,E07000172,627,E06000015,612,E07000032,488,E07000172,846,E06000015,642,E06000018,444
E07000037,7185,7571,0,4180,287,0,E08000008,260,E06000049,258,E08000007,248,E08000008,451,E08000007,373,E08000003,308
E07000038,6742,7900,0,3120,233,0,E07000034,867,E08000019,664,E07000033,396,E07000034,1164,E08000019,1126,E07000033,312
E07000039,8371,10206,0,3978,333,0,E06000015,803,E07000193,722,E07000134,526,E06000015,1618,E07000193,871,E07000134,527
E07000040,12684,15891,0,7277,742,0,E07000041,963,E07000042,447,E07000045,269,E07000041,1712,E07000042,382,E07000045,375
E07000041,21614,28292,0,12870,2568,0,E07000040,1712,E07000045,667,E07000042,601,E07000040,963,E07000045,557,E07000042,457
E07000042,7151,8171,0,3898,350,0,E07000041,457,E07000040,382,E07000246,295,E07000041,601,E07000040,447,E07000246,350
E07000043,8884,10466,0,5678,545,0,E07000046,513,E07000042,164,E07000041,130,E07000046,639,E07000042,180,E07000041,116
E07000044,7670,9671,0,3585,532,0,E06000026,850,E07000045,396,E06000027,393,E06000026,1371,E07000045,392,E06000027,381
E07000045,11396,12862,0,6336,487,0,E06000027,760,E07000041,557,E07000044,392,E06000027,944,E07000041,667,E07000044,396
E07000046,5798,6719,0,3176,301,0,E07000043,639,E06000052,402,E07000047,163,E07000043,513,E06000052,351,E07000047,101
E07000047,4611,5532,0,2239,287,0,E06000052,362,E06000026,308,E07000040,117,E06000052,400,E06000026,350,E07000046,163
E07000061,9924,11099,0,5587,794,0,E07000065,1396,E06000043,263,E07000064,248,E07000065,1048,E06000043,350,E07000063,341
E07000062,8173,8874,0,4670,563,0,E07000064,1304,E07000065,178,E07000061,152,E07000064,874,E07000061,136,E06000043,118
E07000063,8680,9403,0,4034,465,0,E06000043,969,E07000065,536,E07000228,363,E06000043,1383,E07000228,433,E07000065,374
E07000064,7386,8963,0,3398,438,0,E07000062,874,E07000065,429,E07000061,243,E07000062,1304,E07000065,470,E07000116,328
E07000065,13370,15823,0,6667,689,0,E07000061,1048,E07000116,493,E07000064,470,E07000061,1396,E07000116,862,E07000063,536
E07000066,15283,15119,0,7232,878,0,E07000070,1051,E07000069,644,E06000033,473,E09000016,827,E06000034,785,E07000068,498
E07000067,12716,14411,0,6647,453,0,E07000071,825,E07000070,564,E07000200,485,E07000070,1237,E07000071,671,E07000077,434
E07000068,7397,7346,0,2806,485,0,E07000070,564,E07000066,498,E09000016,318,E09000016,966,E07000066,284,E09000026,263
E07000069,6191,6688,0,2917,183,0,E06000033,725,E07000075,358,E07000066,317,E06000033,744,E07000066,644,E06000034,378
E07000070,16881,18452,0,8368,1357,0,E07000067,1237,E07000074,710,E07000071,582,E07000066,1051,E09000016,603,E07000067,564
E07000071,22383,24953,0,12846,1962,0,E07000076,1569,E07000067,671,E07000200,609,E07000076,970,E07000067,825,E07000070,582
E07000072,11830,11690,0,4304,647,0,E09000026,596,E07000242,490,E07000073,469,E09000026,1368,E09000031,731,E09000010,356
E07000073,8244,8661,0,4279,664,0,E07000242,479,E07000077,317,E07000072,305,E07000072,469,E09000010,366,E09000031,308
E07000074,4890,6087,0,2300,209,0,E07000070,376,E07000067,351,E07000071,317,E07000070,710,E07000067,320,E07000066,305
E07000075,6099,6641,0,2655,178,0,E06000033,1043,E07000069,258,E07000066,217,E06000033,1362,E07000066,434,E07000069,358
E07000076,11265,13974,0,7461,333,0,E07000071,970,E07000200,225,E07000202,158,E07000071,1569,E09000016,369,E07000067,277
E07000077,7634,8671,0,3119,468,0,E07000242,569,E07000067,434,E07000245,220,E07000242,825,E07000072,435,E07000067,345
E07000078,15015,16700,0,8196,1243,0,E07000083,1602,E07000081,604,E07000082,293,E07000083,953,E07000081,564,E07000079,364
E07000079,9175,10460,0,3987,681,0,E06000054,432,E07000078,364,E07000082,309,E06000054,396,E06000030,330,E07000082,306
E07000080,6690,7871,0,3234,346,0,E07000081,489,E06000019,386,W06000021,250,E07000081,418,W06000021,272,E06000025,246
E07000081,12721,13569,0,7138,672,0,E07000082,889,E07000083,886,E07000078,564,E07000083,752,E07000082,669,E07000078,604
E07000082,9470,10990,0,4931,488,0,E07000081,669,E06000023,310,E07000079,306,E07000081,889,E06000025,643,E06000023,466
E07000083,7864,8966,0,3182,458,0,E07000078,953,E07000081,752,E07000082,246,E07000078,1602,E07000081,886,E07000238,237
E07000084,17786,19661,0,10614,1611,0,E06000037,592,E07000093,516,E07000089,398,E06000037,706,E07000089,481,E06000038,429
E07000085,10866,12642,0,5009,718,0,E07000090,590,E07000216,449,E07000094,424,E07000216,879,E07000090,622,E07000225,377
E07000086,11113,13155,0,5777,607,0,E06000045,1142,E07000094,774,E07000093,511,E06000045,2293,E07000094,807,E07000093,486
E07000087,9548,10060,0,4315,496,0,E07000088,782,E07000094,555,E06000044,522,E06000044,914,E07000088,788,E07000094,460
E07000088,7486,7727,0,4209,339,0,E07000087,788,E06000044,356,E07000094,176,E07000087,782,E06000044,424,E07000090,132
E07000089,9244,10334,0,3602,678,0,E07000084,481,E07000092,412,E06000041,215,E07000092,858,E07000214,400,E07000084,398
E07000090,9463,10209,0,4591,395,0,E06000044,1157,E07000085,622,E07000094,540,E06000044,1749,E07000085,590,E07000225,367
E07000091,14514,15694,0,7886,736,0,E06000058,1051,E06000045,789,E06000059,699,E06000058,1078,E06000045,711,E06000059,529
E07000092,11164,11013,0,4532,923,0,E07000089,858,E07000209,524,E07000214,495,E07000209,591,E07000214,573,E07000089,412
E07000093,11125,13329,0,5510,737,0,E06000054,712,E07000086,486,E06000045,435,E06000045,848,E06000054,724,E07000084,516
E07000094,15406,19150,0,7124,1326,0,E07000086,807,E07000093,512,E07000087,460,E07000086,774,E07000087,555,E07000090,540
E07000095,8522,7979,0,3141,390,0,E07000242,1029,E09000010,478,E07000072,317,E09000010,1509,E07000242,304,E09000014,295
E07000096,14423,14581,0,6331,975,0,E06000060,1105,E06000056,810,E07000240,396,E06000060,596,E07000102,592,E07000103,583
E07000098,10187,10047,0,3298,783,0,E07000240,499,E07000103,460,E09000003,447,E09000003,1300,E09000015,546,E07000103,381
E07000099,12012,12188,0,4926,603,0,E06000056,1330,E07000243,564,E07000012,417,E07000243,778,E06000056,621,E07000241,454
E07000102,7912,7968,0,2142,631,0,E06000060,612,E07000103,611,E07000096,592,E07000103,878,E09000015,705,E09000017,437
E07000103,11068,11048,0,4183,1381,0,E07000102,878,E07000096,583,E06000060,384,E09000015,668,E07000102,611,E07000098,460
E07000105,12042,13749,0,7070,962,0,E07000112,708,E07000106,477,E07000110,320,E07000112,616,E07000110,494,E07000106,361
E07000106,21171,27214,0,13101,2156,0,E07000108,641,E07000114,638,E07000113,525,E07000114,615,E07000113,594,E06000035,502
E07000107,9977,10669,0,3333,778,0,E09000004,866,E07000109,739,E06000035,579,E09000004,1545,E09000011,810,E07000109,488
E07000108,9445,10971,0,5968,551,0,E07000106,495,E07000112,395,E07000114,327,E07000112,710,E07000106,641,E07000114,409
E07000109,8559,8602,0,3901,534,0,E06000035,846,E07000107,488,E07000115,204,E07000107,739,E09000004,483,E06000035,413
E07000110,15868,19256,0,8648,1188,0,E07000115,784,E06000035,718,E07000105,494,E07000115,1456,E06000035,1207,E07000116,472
E07000111,10019,10691,0,3442,764,0,E07000115,736,E07000116,456,E07000107,385,E09000006,1151,E07000107,467,E09000004,435
E07000112,9237,10206,0,5213,560,0,E07000108,710,E07000105,616,E07000106,339,E07000105,708,E07000108,395,E07000106,313
E07000113,12323,13745,0,7402,478,0,E06000035,771,E07000106,594,E07000110,417,E06000035,1376,E07000106,525,E07000110,370
E07000114,12091,13606,0,8232,710,0,E07000106,615,E07000108,409,E07000113,153,E07000106,638,E07000108,327,E06000035,152
E07000115,11147,11339,0,4259,585,0,E07000110,1456,E07000116,767,E06000035,417,E07000110,784,E07000111,736,E06000035,711
E07000116,11752,13320,0,5444,980,0,E07000065,862,E07000115,512,E07000110,472,E07000115,767,E07000065,493,E07000110,486
E07000117,7637,8434,0,4785,891,0,E07000122,672,E07000120,246,E08000003,178,E07000122,657,E07000120,260,E07000125,228
E07000118,8929,9658,0,4678,360,0,E07000126,1006,E07000123,344,E08000010,267,E07000126,873,E08000001,593,E08000010,385
E07000119,6622,8271,0,3424,728,0,E06000009,624,E07000128,428,E07000123,238,E06000009,828,E07000128,421,E07000123,349
E07000120,6270,6375,0,3539,287,0,E06000008,568,E07000124,383,E07000117,260,E06000008,553,E07000125,266,E07000117,246
E07000121,18598,21412,0,11720,1882,0,E07000128,403,E07000031,379,E07000123,221,E07000031,489,E07000128,250,E07000123,226
E07000122,7188,7888,0,4453,982,0,E07000117,657,E07000124,181,E07000163,145,E07000117,672,E07000163,164,E08000032,129
E07000123,15756,19200,0,9790,2388,0,E07000126,888,E07000119,349,E07000128,298,E07000126,697,E07000118,344,E08000003,312
E07000124,4904,6119,0,2660,314,0,E07000123,221,E07000120,207,E06000008,125,E06000008,423,E07000120,383,E07000123,286
E07000125,5394,5488,0,2851,181,0,E07000120,266,E07000117,228,E08000005,208,E08000005,447,E08000002,407,E07000117,143
E07000126,8084,8709,0,4250,288,0,E07000118,873,E07000123,697,E07000127,231,E07000118,1006,E07000123,888,E07000127,170
E07000127,10305,13884,0,5962,556,0,E08000014,784,E08000010,437,E08000012,428,E08000014,1123,E08000010,700,E08000012,448
E07000128,8772,10843,0,5039,411,0,E06000009,1054,E07000119,421,E07000123,262,E06000009,1479,E07000119,428,E07000121,403
E07000129,7568,8048,0,3002,324,0,E06000016,774,E07000132,690,E07000131,621,E06000016,1877,E07000132,550,E07000135,385
E07000130,20828,26970,0,11850,1907,0,E06000016,905,E07000134,555,E07000133,393,E06000016,2045,E07000134,460,E07000129,351
E07000131,7972,10192,0,3983,491,0,E07000129,326,E06000016,319,E06000061,313,E06000016,1020,E07000129,621,E07000135,527
E07000132,8766,9271,0,4573,297,0,E07000129,550,E07000134,390,E07000130,322,E07000129,690,E06000016,609,E07000219,454
E07000133,4294,4722,0,2295,208,0,E07000141,179,E07000130,157,E07000176,147,E07000130,393,E07000176,254,E06000016,151
E07000134,8612,9979,0,4614,357,0,E07000039,527,E07000130,460,E07000132,238,E07000130,555,E07000039,526,E06000016,395
E07000135,5232,5991,0,1466,472,0,E06000016,1479,E07000131,527,E07000129,385,E06000016,1438,E07000129,239,E07000131,165
E07000136,6641,7416,0,4419,786,0,E07000137,285,E07000140,276,E07000139,142,E07000140,337,E07000137,284,E07000139,90
E07000137,11605,13407,0,6839,515,0,E06000012,434,E07000138,347,E07000139,336,E06000012,473,E07000139,339,E07000136,285
E07000138,16769,20402,0,10069,1282,0,E07000139,1500,E07000142,1007,E07000137,197,E07000139,1228,E07000142,665,E07000137,347
E07000139,10476,11850,0,4965,539,0,E07000138,1228,E07000142,498,E07000137,339,E07000138,1500,E07000142,426,E07000141,384
E07000140,7940,9537,0,4971,481,0,E07000136,337,E06000031,303,E07000141,266,E06000031,650,E07000010,323,E07000141,294
E07000141,12163,13251,0,6765,633,0,E06000031,501,E07000139,384,E06000017,332,E06000031,918,E06000017,324,E07000139,322
E07000142,7809,8995,0,3996,339,0,E07000138,665,E07000139,426,E06000013,329,E07000138,1007,E07000139,498,E06000013,462
E07000143,11740,13696,0,6542,839,0,E07000149,738,E07000148,530,E07000146,441,E07000149,848,E07000245,531,E07000148,469
E07000144,9740,10899,0,4686,384,0,E07000148,1300,E07000149,806,E07000147,671,E07000148,1960,E07000149,694,E07000147,673
E07000145,8599,9351,0,5835,619,0,E07000244,471,E07000148,338,E07000144,247,E07000244,383,E07000144,271,E07000148,197
E07000146,12571,14660,0,7795,1132,0,E07000010,513,E07000143,403,E07000147,265,E07000010,525,E07000143,441,E07000245,284
E07000147,7546,9576,0,4111,372,0,E07000144,673,E07000148,431,E07000143,306,E07000144,671,E07000148,428,E07000143,330
E07000148,22142,26851,0,12697,2069,0,E07000144,1960,E07000149,1704,E07000143,469,E07000144,1300,E07000149,1175,E07000143,530
E07000149,11360,13479,0,5371,646,0,E07000148,1175,E07000143,848,E07000144,694,E07000148,1704,E07000144,806,E07000143,738
E07000163,4500,5457,0,2323,293,0,E08000032,460,E07000122,164,E08000035,130,E08000032,855,E08000035,229,E07000122,145
E07000164,7511,9152,0,3818,417,0,E07000165,356,E06000014,313,E07000166,224,E06000014,581,E07000165,539,E06000004,314
E07000165,16059,18982,0,9915,1204,0,E08000035,989,E07000164,539,E06000014,353,E08000035,1569,E06000014,358,E07000164,356
E07000166,6108,6376,0,2010,658,0,E06000054,529,E06000005,308,E07000164,304,E06000054,544,E07000164,224,E06000005,166
E07000167,4470,5321,0,2494,271,0,E06000014,326,E07000168,287,E06000011,204,E06000014,412,E07000168,314,E06000011,170
E07000168,9086,10233,0,6142,580,0,E06000011,366,E07000167,314,E06000014,223,E07000167,287,E06000011,275,E08000035,244
E07000169,7250,8289,0,3722,287,0,E06000011,587,E08000035,492,E06000014,447,E08000035,934,E06000014,905,E08000036,419
E07000170,9323,9503,0,4531,333,0,E07000174,899,E06000018,436,E07000173,377,E06000018,918,E07000174,713,E07000173,330
E07000171,9049,10458,0,5676,355,0,E08000017,379,E08000019,251,E07000175,233,E08000018,567,E08000017,508,E08000019,278
E07000172,10214,11263,0,3845,882,0,E06000018,1838,E07000036,846,E07000176,306,E06000018,2165,E07000036,627,E07000032,212
E07000173,8831,9380,0,4017,365,0,E06000018,1385,E07000176,436,E07000175,430,E06000018,2114,E07000170,377,E07000176,307
E07000174,8448,9486,0,4731,616,0,E07000170,713,E07000175,695,E07000033,356,E07000170,899,E07000175,584,E07000033,325
E07000175,10565,12102,0,5922,484,0,E07000174,584,E07000173,266,E06000018,264,E07000174,695,E07000173,430,E07000170,339
E07000176,11172,13044,0,5019,718,0,E06000018,1341,E07000134,314,E07000173,307,E06000018,2232,E07000173,436,E07000172,306
E07000177,15595,18376,0,8527,1529,0,E06000062,616,E07000181,600,E07000178,503,E07000178,1228,E06000060,653,E06000062,510
E07000178,31434,41314,0,17594,6590,0,E07000180,1795,E07000177,1228,E07000179,816,E07000180,898,E07000179,536,E07000177,503
E07000179,14473,16714,0,6355,1079,0,E07000180,1100,E06000060,699,E07000178,536,E06000060,1165,E07000180,950,E07000178,816
E07000180,14475,17176,0,6700,1391,0,E07000179,950,E07000178,898,E07000181,530,E07000178,1795,E07000179,1100,E07000181,426
E07000181,11443,13570,0,6245,899,0,E07000177,484,E07000180,426,E07000079,283,E07000178,712,E07000177,600,E07000180,530
E07000187,10073,11382,0,5039,762,0,E07000189,712,E06000054,607,E06000022,518,E06000022,706,E06000054,448,E07000189,447
E07000188,10492,12110,0,6357,578,0,E07000246,707,E06000024,467,E07000189,302,E07000246,770,E06000024,709,E06000023,340
E07000189,15213,17496,0,9049,966,0,E06000059,1023,E07000246,482,E07000187,447,E06000059,1062,E07000187,712,E07000246,512
E07000192,7032,7879,0,3864,205,0,E07000194,578,E07000196,482,E07000197,401,E08000030,723,E07000194,665,E07000196,585
E07000193,10120,11278,0,5937,742,0,E07000039,871,E06000015,241,E07000035,219,E07000039,722,E07000194,399,E06000015,270
E07000194,8502,9409,0,3871,323,0,E07000192,665,E07000193,399,E07000199,363,E08000025,1091,E08000030,644,E07000192,578
E07000195,11603,12931,0,5901,562,0,E06000021,1756,E06000049,755,E07000197,342,E06000021,2112,E06000049,501,E07000197,278
E07000196,7821,8838,0,2758,189,0,E08000031,649,E07000192,585,E06000051,452,E08000031,1142,E08000027,651,E08000030,597
E07000197,11701,13156,0,6719,565,0,E06000021,520,E07000195,278,E06000020,251,E06000021,764,E07000192,401,E07000195,342
E07000198,6622,7040,0,3452,192,0,E06000021,845,E06000049,406,E07000195,269,E06000021,1208,E06000049,328,E07000195,251
E07000199,6382,6829,0,3649,245,0,E07000218,505,E07000194,391,E08000025,243,E08000025,752,E07000218,449,E07000194,363
E07000200,7491,8820,0,3588,316,0,E07000202,478,E07000203,375,E07000245,371,E07000202,664,E07000071,609,E07000067,485
E07000202,13381,13611,0,7727,1078,0,E07000244,1488,E07000203,768,E07000200,664,E07000244,1136,E07000200,478,E07000203,398
E07000203,8490,10102,0,4123,548,0,E07000245,677,E07000244,420,E07000202,398,E07000245,799,E07000202,768,E07000244,526
E07000207,14483,15361,0,5486,1705,0,E09000021,532,E07000212,472,E07000217,467,E09000021,1107,E09000027,769,E09000032,718
E07000208,7642,7581,0,2184,774,0,E07000210,490,E07000211,484,E09000029,397,E09000029,662,E09000021,610,E09000024,397
E07000209,20293,25551,0,9221,2783,0,E07000216,1083,E07000092,591,E07000217,577,E07000216,771,E07000217,624,E07000092,524
E07000210,7811,8160,0,2740,558,0,E07000211,389,E07000227,366,E07000209,354,E07000211,599,E07000208,490,E07000207,339
E07000211,14572,15413,0,5894,1222,0,E07000226,676,E07000210,599,E07000215,560,E09000029,1055,E09000008,858,E07000215,516
E07000212,11739,14063,0,5236,1287,0,E07000217,549,E07000213,467,E07000214,321,E07000213,710,E07000207,472,E07000217,443
E07000213,9529,9895,0,3539,798,0,E07000212,710,E09000018,457,E07000207,322,E09000018,1476,E09000027,614,E07000212,467
E07000214,8805,9074,0,2964,776,0,E07000092,573,E07000089,400,E06000036,334,E07000217,585,E07000092,495,E07000212,321
E07000215,7279,7760,0,2146,503,0,E07000211,516,E09000008,481,E07000228,449,E09000008,1378,E07000211,560,E09000006,257
E07000216,12840,15027,0,5407,1134,0,E07000085,879,E07000209,771,E07000225,434,E07000209,1083,E09000032,568,E07000085,449
E07000217,11199,11478,0,4712,1383,0,E07000209,624,E07000214,585,E07000212,443,E07000209,577,E07000212,549,E07000207,467
E07000218,4863,5284,0,1936,161,0,E07000199,449,E07000219,430,E08000025,248,E08000025,523,E07000199,505,E07000219,418
E07000219,10329,11211,0,5963,606,0,E08000026,737,E07000132,454,E07000218,418,E08000026,1588,E07000218,430,E07000132,287
E07000220,10483,12708,0,6261,910,0,E08000026,404,E06000062,327,E07000222,250,E08000026,1013,E06000062,600,E07000222,345
